,title,year,age,run,owners_pts,modification,volume,engine_type,transmission,gear,body,color,exchange,mark,other_history,tech_history,sold,subway,pts_type,price,horse_power,price_log
94,Renault Logan 1.6 MT,2014,II,162381,1,1.6 MT,1.6,0,Механика,Передний,Седан,Бежевый,Не интересует,соответствует,1,5,2,Семёновская:до 5 мин.;Электрозаводская:6–10 мин.;Преображенская площадь:11–15 мин.,Оригинал,660000,82,13.399996629152977
95,ГАЗ ГАЗель Next 2.7 MT,2017,III,212868,1,2.7 MT,2.7,0,Механика,Задний,Van,Белый,Не интересует,выше,2,5,2,Марьино:до 5 мин.;Братиславская:11–15 мин.;Борисово:21–30 мин.,Оригинал,1900000,107,14.45736497045232
96,Lexus IS 2.5 AT,2008,II рестайлинг,174000,1,IS 250 2.5 4WD AT,2.5,0,Автомат,Полный,Седан,Чёрный,Возможен,ниже,2,5,1,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,1135000,204,13.942144089954521
97,Kia Rio 1.6 AT,2017,IV,150000,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Белый,Возможен,нет оценки,1,5,1,Бабушкинская:от 31 мин.;Медведково:от 31 мин.,Оригинал,850000,123,13.652992804936394
98,Skoda Octavia 1.4 MT,2012,II рестайлинг,170000,4+,1.4 MPI MT,1.4,0,Механика,Передний,Хэтчбек,Серебряный,Не интересует,соответствует,5,5,3,Шаболовская:до 5 мин.;Октябрьская:16–20 мин.;Тульская:21–30 мин.,Оригинал,530000,80,13.180634172318978
99,Renault Logan 1.6 MT,2012,I рестайлинг,142000,2,1.6 MT,1.6,0,Механика,Передний,Седан,Чёрный,Не интересует,соответствует,2,5,2,Печатники:6–10 мин.;Текстильщики:21–30 мин.;Волжская:от 31 мин.,Оригинал,530000,84,13.180634172318978
100,Lexus UX 2.0 CVT,2019,I,77000,1,UX 250h 2.0 4WD CVT,2.0,0,Вариатор,Полный,Внедорожник,Серый,Не интересует,нет оценки,2,5,2,Жулебино:до 5 мин.;Котельники:11–15 мин.;Лермонтовский проспект:21–30 мин.,Электронный,2890000,178,14.876767406109316
101,Mazda 3 1.5 AT,2014,BM,118349,2,1.5 AT,1.5,0,Автомат,Передний,Хэтчбек,Серый,Возможен,соответствует,2,10,4,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,1049000,120,13.863348840666827
102,Hyundai i30 1.6 AT,2015,II рестайлинг,164000,2,1.6 AT,1.6,0,Автомат,Передний,Хэтчбек,Другой,другое,выше,2,9,2,Строгино:до 5 мин.;Спартак:от 31 мин.;Мякинино:от 31 мин.,Оригинал,1300000,130,14.077875591662238
103,Ford Fiesta 1.4 MT,2008,Mk6,171287,4+,1.4 MT,1.4,0,Механика,Передний,Хэтчбек,Другой,Не интересует,выше,8,5,2,Пятницкое шоссе:6–10 мин.;Митино:11–15 мин.;Волоколамская:от 31 мин.,Дубликат,550000,96,13.217675375388819
104,Hyundai Grand Starex 2.5 AT,2013,I,163746,2,2.5 CRDi AT,2.5,1,Автомат,Задний,Minivan,Чёрный,другое,выше,2,7,4,Крылатское:11–15 мин.;Молодёжная:от 31 мин.;Строгино:от 31 мин.,Оригинал,2299000,145,14.647985238716952
105,Subaru Legacy 2.5 AT,1997,BD/BG/BK,443000,4+,2.5 4WD AT,2.5,0,Автомат,Полный,Универсал,Зелёный,Не интересует,соответствует,5,1,2,Печатники:21–30 мин.;Люблино:21–30 мин.;Нагатинский затон:от 31 мин.,Оригинал,200000,150,12.206077645517674
106,ВАЗ (LADA) 2114 Samara 1.6 MT,2007,I,162600,4+,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Серебряный,Не интересует,выше,5,5,1,Красносельская:до 5 мин.;Комсомольская:6–10 мин.;Бауманская:11–15 мин.,Оригинал,220000,81,12.301387370778713
107,Geely Coolray 1.5 AMT,2024,I рестайлинг,45,1,1.5 AMT,1.5,0,Робот,Передний,Внедорожник,Серый,Не интересует,нет оценки,2,5,2,ЗИЛ:до 5 мин.;Технопарк:16–20 мин.;Автозаводская:16–20 мин.,Электронный,2300000,181,14.648420115681892
108,Mazda 3 1.6 AT,2006,BK рестайлинг,205500,2,1.6 AT,1.6,0,Автомат,Передний,Седан,Чёрный,Не интересует,соответствует,2,7,2,Верхние Лихоборы:6–10 мин.;Селигерская:6–10 мин.;Лихоборы:21–30 мин.,Оригинал,595000,105,13.296318365198623
109,JAECOO J7 1.6 AMT,2023,I,14,1,1.6 TGDI 4WD DCT,1.6,0,Робот,Полный,Внедорожник,Чёрный,Возможен,нет оценки,2,5,2,Котельники:до 5 мин.;Жулебино:6–10 мин.;Лермонтовский проспект:от 31 мин.,Другое,2579000,186,14.762912672610597
110,Nissan X-Trail 2.0 AT,2012,II рестайлинг,151100,3,2.0 dCi 4WD AT,2.0,1,Автомат,Полный,Внедорожник,Серый,Возможен,соответствует,3,20,2,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1159000,150,13.963068985134287
111,Chevrolet Cruze 1.6 MT,2014,I рестайлинг,202689,2,1.6 MT,1.6,0,Механика,Передний,Седан,Белый,другое,ниже,2,5,2,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,Оригинал,590000,109,13.28787951079572
112,Kia Sportage 2.0 AT,2011,III,188000,3,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Чёрный,Возможен,выше,3,1,3,Домодедовская:до 5 мин.;Красногвардейская:16–20 мин.;Орехово:21–30 мин.,Оригинал,1495000,150,14.21763743370302
113,Chevrolet Lacetti 1.6 MT,2008,I,386000,2,1.6 MT,1.6,0,Механика,Передний,Универсал,Чёрный,Не интересует,соответствует,2,5,1,Кожуховская:6–10 мин.;Автозаводская:16–20 мин.;Дубровка:16–20 мин.,Оригинал,350000,109,12.765691290604371
114,Mitsubishi Lancer 1.8 CVT,2008,X,167000,3,1.8 CVT,1.8,0,Вариатор,Передний,Седан,Чёрный,Не интересует,выше,3,5,2,Яхромская:21–30 мин.;Селигерская:21–30 мин.;Ховрино:от 31 мин.,Оригинал,730000,143,13.500801182986649
115,Mazda 3 1.6 AT,2006,BK рестайлинг,180300,4+,1.6 AT,1.6,0,Автомат,Передний,Седан,Чёрный,Возможен,соответствует,5,5,4,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,549000,105,13.215855541983634
116,Nissan Primera 1.6 MT,1997,P11,510000,4+,1.6 MT,1.6,0,Механика,Передний,Седан,Серебряный,Не интересует,выше,5,5,2,Охотный ряд:до 5 мин.;Театральная:до 5 мин.;Площадь революции:до 5 мин.,Дубликат,260000,99,12.468440756144114
117,Mercedes-Benz GL-класс 3.0 AT,2013,X166,147200,1,GL 350d 3.0 4MATIC 7G-Tronic,3.0,1,Автомат,Полный,Внедорожник,Чёрный,Не интересует,выше,2,5,1,Лермонтовский проспект:6–10 мин.;Косино:6–10 мин.;Жулебино:21–30 мин.,Оригинал,3475000,258,15.061105324750773
118,BMW X3 3.0 AT,2022,G01 рестайлинг,1140,1,M40i 3.0 xDrive Steptronic,3.0,0,Автомат,Полный,Внедорожник,Чёрный,Не интересует,нет оценки,2,5,2,Озёрная:11–15 мин.;Аминьевская:от 31 мин.;Говорово:от 31 мин.,Электронный,7300000,387,15.803385043104912
119,BMW 5 серия 3.0 AT,2011,F10/F11,150000,1,528i 3.0 AT,3.0,0,Автомат,Задний,Седан,Серый,Не интересует,ниже,2,86,8,Алтуфьево:до 5 мин.;Бибирево:21–30 мин.;Лианозово:от 31 мин.,Дубликат,1100000,258,13.910821646859095
120,Audi A6 3.0 AT,2009,C6 рестайлинг,278000,3,3.0 TDI quattro Tiptronic,3.0,1,Автомат,Полный,Седан,Серый,Не интересует,выше,2,2,3,Улица академика Янгеля:11–15 мин.;Аннино:16–20 мин.;Лесопарковая:от 31 мин.,Оригинал,1650000,239,14.316286451937186
121,BMW X3 M 3.0 AT,2019,F97,55000,1,3.0 xDrive Steptronic,3.0,0,Автомат,Полный,Внедорожник,Белый,Не интересует,нет оценки,2,5,1,Озёрная:11–15 мин.;Аминьевская:от 31 мин.;Говорово:от 31 мин.,Электронный,5750000,510,15.56471058668656
122,Suzuki Grand Vitara 2.0 MT,2013,II рестайлинг 2,89444,1,2.0 4WD MT,2.0,0,Механика,Полный,Внедорожник,Бежевый,Не интересует,соответствует,1,2,2,Беляево:11–15 мин.;Коньково:21–30 мин.;Калужская:21–30 мин.,Оригинал,1550000,140,14.253766134056512
123,BMW X3 2.0 AT,2019,G01,49000,1,20d 2.0 xDrive Steptronic,2.0,1,Автомат,Полный,Внедорожник,Чёрный,Не интересует,соответствует,1,2,1,Марьино:до 5 мин.;Братиславская:11–15 мин.;Борисово:21–30 мин.,Оригинал,4215000,190,15.254160386665989
124,Volkswagen Passat 2.0 AMT,2020,B8 рестайлинг,60000,1,2.0 TSI DSG,2.0,0,Робот,Передний,Седан,Белый,Не интересует,нет оценки,2,5,2,Селигерская:до 5 мин.;Верхние Лихоборы:11–15 мин.;Яхромская:16–20 мин.,Электронный,3240000,190,14.991084196410439
125,Nissan Qashqai 2.0 CVT,2018,II рестайлинг,79700,2,2.0 4WD CVT,2.0,0,Вариатор,Полный,Внедорожник,Красный,Не интересует,выше,2,13,2,Планерная:до 5 мин.;Сходненская:11–15 мин.;Беломорская:от 31 мин.,Оригинал,2300000,144,14.648420115681892
126,Hyundai i40 2.0 AT,2013,I,139000,3,2.0 GDI AT,2.0,0,Автомат,Передний,Седан,Чёрный,Возможен,соответствует,3,7,3,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1149000,178,13.954403427152533
127,Kia Sportage 2.0 AT,2015,III рестайлинг,72675,2,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Серый,Не интересует,ниже,2,2,1,Рижская:до 5 мин.;Марьина Роща:16–20 мин.;Проспект Мира:16–20 мин.,Оригинал,970500,150,13.785567711987374
128,Acura MDX 3.5 AT,2002,I,223000,4+,3.5 4WD AT,3.5,0,Автомат,Полный,Внедорожник,Серый,другое,соответствует,4,5,2,Семёновская:до 5 мин.;Электрозаводская:6–10 мин.;Преображенская площадь:11–15 мин.,Оригинал,665000,240,13.40754382339626
129,Toyota Land Cruiser 4.5 AT,2010,200,187000,3,4.5 D AT,4.5,1,Автомат,Полный,Внедорожник,Чёрный,Возможен,выше,3,4,2,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,2875000,235,14.871563580039615
130,Nissan Qashqai 2.0 CVT,2018,II,55000,1,2.0 CVT,2.0,0,Вариатор,Передний,Внедорожник,Белый,Возможен,ниже,1,14,2,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1295000,144,14.07402202531625
131,ВАЗ (LADA) 2114 Samara 1.5 MT,2004,I,202600,1,1.5 MT,1.5,0,Механика,Передний,Хэтчбек,Серый,Не интересует,выше,1,5,1,Молодёжная:от 31 мин.;Давыдково:от 31 мин.;Кунцевская:от 31 мин.,Оригинал,235000,77,12.367345048436391
132,Hyundai Solaris 1.6 AT,2016,I рестайлинг,75180,2,1.6 AT,1.6,0,Автомат,Передний,Седан,Чёрный,Не интересует,ниже,2,11,2,ВДНХ:до 5 мин.;Алексеевская:16–20 мин.;Бутырская:от 31 мин.,Оригинал,750000,123,13.527829818844939
133,Honda Fit 1.3 CVT,2010,GE,87000,1,1.3 CVT,1.3,0,Вариатор,Передний,Хэтчбек,Чёрный,Не интересует,нет оценки,2,5,1,Озёрная:до 5 мин.;Юго-Западная:21–30 мин.;Говорово:от 31 мин.,Другое,585000,100,13.279368835614243
134,Kia Cerato 1.6 MT,2007,I рестайлинг,272000,4+,1.6 MT,1.6,0,Механика,Передний,Седан,Серый,Не интересует,выше,4,8,2,Коптево:16–20 мин.;Водный стадион:21–30 мин.;Речной вокзал:от 31 мин.,Дубликат,650000,122,13.384729180332176
